ESTADO,SEMANA,ANO,VOOS,CASOS
AC,1,2010,1,1
AC,2,2010,1,1
AC,3,2010,5,1
AC,4,2010,0,1
AC,5,2010,14,2
AC,6,2010,1,2
AC,7,2010,0,1
AC,8,2010,1,2
AC,9,2010,1,4
AC,10,2010,0,5
AC,11,2010,0,3
AC,12,2010,0,1
AC,13,2010,0,5
AC,14,2010,0,1
AC,15,2010,0,2
AC,16,2010,0,1
AC,17,2010,0,1
AC,18,2010,0,0
AC,19,2010,0,0
AC,20,2010,0,3
AC,21,2010,0,0
AC,22,2010,0,0
AC,23,2010,0,0
AC,24,2010,0,2
AC,25,2010,0,0
AC,26,2010,0,0
AC,27,2010,0,0
AC,28,2010,0,0
AC,29,2010,0,0
AC,30,2010,0,2
AC,31,2010,0,0
AC,32,2010,0,0
AC,33,2010,0,0
AC,34,2010,0,1
AC,35,2010,0,0
AC,36,2010,0,0
AC,37,2010,0,0
AC,38,2010,0,1
AC,39,2010,0,0
AC,40,2010,0,0
AC,41,2010,0,1
AC,42,2010,1,0
AC,43,2010,2,0
AC,44,2010,0,0
AC,45,2010,0,0
AC,46,2010,0,1
AC,47,2010,0,0
AC,48,2010,0,0
AC,49,2010,0,0
AC,50,2010,0,0
AC,51,2010,0,0
AC,52,2010,58,0
AC,1,2011,1,0
AC,2,2011,0,0
AC,3,2011,0,0
AC,4,2011,0,0
AC,5,2011,0,0
AC,6,2011,1,0
AC,7,2011,0,0
AC,8,2011,0,0
AC,9,2011,0,0
AC,10,2011,0,0
AC,11,2011,0,0
AC,12,2011,0,0
AC,13,2011,0,0
AC,14,2011,0,0
AC,15,2011,0,0
AC,16,2011,0,0
AC,17,2011,0,0
AC,18,2011,0,0
AC,19,2011,0,0
AC,20,2011,0,0
AC,21,2011,0,0
AC,22,2011,0,0
AC,23,2011,0,3
AC,24,2011,0,2
AC,25,2011,0,0
AC,26,2011,0,0
AC,27,2011,0,3
AC,28,2011,0,1
AC,29,2011,0,1
AC,30,2011,0,0
AC,31,2011,0,0
AC,32,2011,0,1
AC,33,2011,0,6
AC,34,2011,1,4
AC,35,2011,0,2
AC,36,2011,1,1
AC,37,2011,0,0
AC,38,2011,0,1
AC,39,2011,0,0
AC,40,2011,0,0
AC,41,2011,0,0
AC,42,2011,0,0
AC,43,2011,0,0
AC,44,2011,0,0
AC,45,2011,0,0
AC,46,2011,0,0
AC,47,2011,0,0
AC,48,2011,0,0
AC,49,2011,0,0
AC,50,2011,0,0
AC,51,2011,0,0
AC,52,2011,1,0
AC,1,2012,0,1
AC,2,2012,0,1
AC,3,2012,0,0
AC,4,2012,0,0
AC,5,2012,0,0
AC,6,2012,0,0
AC,7,2012,0,0
AC,8,2012,0,1
AC,9,2012,0,2
AC,10,2012,0,0
AC,11,2012,1,2
AC,12,2012,0,3
AC,13,2012,0,0
AC,14,2012,0,2
AC,15,2012,0,0
AC,16,2012,0,0
AC,17,2012,0,1
AC,18,2012,0,0
AC,19,2012,0,0
AC,20,2012,0,2
AC,21,2012,0,0
AC,22,2012,0,0
AC,23,2012,0,1
AC,24,2012,0,0
AC,25,2012,0,0
AC,26,2012,0,1
AC,27,2012,0,2
AC,28,2012,0,0
AC,29,2012,0,0
AC,30,2012,0,0
AC,31,2012,0,0
AC,32,2012,0,0
AC,33,2012,0,3
AC,34,2012,0,1
AC,35,2012,0,0
AC,36,2012,0,1
AC,37,2012,1,1
AC,38,2012,0,2
AC,39,2012,0,4
AC,40,2012,1,0
AC,41,2012,0,4
AC,42,2012,0,0
AC,43,2012,0,0
AC,44,2012,0,2
AC,45,2012,0,2
AC,46,2012,0,3
AC,47,2012,0,1
AC,48,2012,0,2
AC,49,2012,0,3
AC,50,2012,0,0
AC,51,2012,0,1
AC,52,2012,0,1
AC,1,2013,0,2
AC,2,2013,0,2
AC,3,2013,0,0
AC,4,2013,0,0
AC,5,2013,0,0
AC,6,2013,0,0
AC,7,2013,0,0
AC,8,2013,0,0
AC,9,2013,0,2
AC,10,2013,0,2
AC,11,2013,0,5
AC,12,2013,0,3
AC,13,2013,0,0
AC,14,2013,0,3
AC,15,2013,0,1
AC,16,2013,0,1
AC,17,2013,0,2
AC,18,2013,0,2
AC,19,2013,0,0
AC,20,2013,0,2
AC,21,2013,0,1
AC,22,2013,0,1
AC,23,2013,0,4
AC,24,2013,0,3
AC,25,2013,0,0
AC,26,2013,0,1
AC,27,2013,0,2
AC,28,2013,0,3
AC,29,2013,0,1
AC,30,2013,0,3
AC,31,2013,0,0
AC,32,2013,0,7
AC,33,2013,0,5
AC,34,2013,0,6
AC,35,2013,0,6
AC,36,2013,0,5
AC,37,2013,0,6
AC,38,2013,0,6
AC,39,2013,0,2
AC,40,2013,0,4
AC,41,2013,0,3
AC,42,2013,0,5
AC,43,2013,0,2
AC,44,2013,0,3
AC,45,2013,0,2
AC,46,2013,0,1
AC,47,2013,0,1
AC,48,2013,0,0
AC,49,2013,0,4
AC,50,2013,0,2
AC,51,2013,0,2
AC,52,2013,0,5
AC,1,2014,0,2
AC,2,2014,0,0
AC,3,2014,0,1
AC,4,2014,0,0
AC,5,2014,0,0
AC,6,2014,0,2
AC,7,2014,0,3
AC,8,2014,0,6
AC,9,2014,0,4
AC,10,2014,0,4
AC,11,2014,0,2
AC,12,2014,0,3
AC,13,2014,0,3
AC,14,2014,0,5
AC,15,2014,0,2
AC,16,2014,0,2
AC,17,2014,0,3
AC,18,2014,0,2
AC,19,2014,0,5
AC,20,2014,0,9
AC,21,2014,0,0
AC,22,2014,0,1
AC,23,2014,0,1
AC,24,2014,0,5
AC,25,2014,0,2
AC,26,2014,0,2
AC,27,2014,0,0
AC,28,2014,0,4
AC,29,2014,0,2
AC,30,2014,0,3
AC,31,2014,0,3
AC,32,2014,0,0
AC,33,2014,0,2
AC,34,2014,0,1
AC,35,2014,0,0
AC,36,2014,0,0
AC,37,2014,0,1
AC,38,2014,0,0
AC,39,2014,0,1
AC,40,2014,0,0
AC,41,2014,0,1
AC,42,2014,0,2
AC,43,2014,0,1
AC,44,2014,0,2
AC,45,2014,0,3
AC,46,2014,0,1
AC,47,2014,0,3
AC,48,2014,0,3
AC,49,2014,0,6
AC,50,2014,0,7
AC,51,2014,0,6
AC,52,2014,0,4
AC,1,2015,0,4
AC,2,2015,0,2
AC,3,2015,0,2
AC,4,2015,0,3
AC,5,2015,0,7
AC,6,2015,0,2
AC,7,2015,0,0
AC,8,2015,0,1
AC,9,2015,0,4
AC,10,2015,0,2
AC,11,2015,0,1
AC,12,2015,0,0
AC,13,2015,0,7
AC,14,2015,0,3
AC,15,2015,0,4
AC,16,2015,0,2
AC,17,2015,0,3
AC,18,2015,0,1
AC,19,2015,0,6
AC,20,2015,0,2
AC,21,2015,0,2
AC,22,2015,0,2
AC,23,2015,0,3
AC,24,2015,0,2
AC,25,2015,0,2
AC,26,2015,0,2
AC,27,2015,0,3
AC,28,2015,0,4
AC,29,2015,0,0
AC,30,2015,0,0
AC,31,2015,0,1
AC,32,2015,0,4
AC,33,2015,0,1
AC,34,2015,0,0
AC,35,2015,0,2
AC,36,2015,0,1
AC,37,2015,0,0
AC,38,2015,0,0
AC,39,2015,0,1
AC,40,2015,0,4
AC,41,2015,0,2
AC,42,2015,0,0
AC,43,2015,0,1
AC,44,2015,0,0
AC,45,2015,0,1
AC,46,2015,0,0
AC,47,2015,0,0
AC,48,2015,0,3
AC,49,2015,0,3
AC,50,2015,0,1
AC,51,2015,0,0
AC,52,2015,0,1
AC,1,2016,0,1
AC,2,2016,0,6
AC,3,2016,0,3
AC,4,2016,0,2
AC,5,2016,0,4
AC,6,2016,0,3
AC,7,2016,0,1
AC,8,2016,0,1
AC,9,2016,0,3
AC,10,2016,0,3
AC,11,2016,0,0
AC,12,2016,0,1
AC,13,2016,0,6
AC,14,2016,0,6
AC,15,2016,0,12
AC,16,2016,0,9
AC,17,2016,0,11
AC,18,2016,0,20
AC,19,2016,0,5
AC,20,2016,0,9
AC,21,2016,0,13
AC,22,2016,0,7
AC,23,2016,0,14
AC,24,2016,0,16
AC,25,2016,0,12
AC,26,2016,0,10
AC,27,2016,0,14
AC,28,2016,0,10
AC,29,2016,0,11
AC,30,2016,0,12
AC,31,2016,0,10
AC,32,2016,0,4
AC,33,2016,0,10
AC,34,2016,0,8
AC,35,2016,0,5
AC,36,2016,0,8
AC,37,2016,0,11
AC,38,2016,0,4
AC,39,2016,0,4
AC,40,2016,0,7
AC,41,2016,0,1
AC,42,2016,0,10
AC,43,2016,0,5
AC,44,2016,0,6
AC,45,2016,0,4
AC,46,2016,0,4
AC,47,2016,0,5
AC,48,2016,0,3
AC,49,2016,0,7
AC,50,2016,0,4
AC,51,2016,0,2
AC,52,2016,0,4
AC,1,2017,0,6
AC,2,2017,0,5
AC,3,2017,0,5
AC,4,2017,0,6
AC,5,2017,0,8
AC,6,2017,0,5
AC,7,2017,0,7
AC,8,2017,0,2
AC,9,2017,0,9
AC,10,2017,0,8
AC,11,2017,0,10
AC,12,2017,0,4
AC,13,2017,0,3
AC,14,2017,0,7
AC,15,2017,0,3
AC,16,2017,0,6
AC,17,2017,0,4
AC,18,2017,0,6
AC,19,2017,0,7
AC,20,2017,0,3
AC,21,2017,0,6
AC,22,2017,0,4
AC,23,2017,0,4
AC,24,2017,0,3
AC,25,2017,0,5
AC,26,2017,0,3
AC,27,2017,0,5
AC,28,2017,0,1
AC,29,2017,0,3
AC,30,2017,0,2
AC,31,2017,0,8
AC,32,2017,0,6
AC,33,2017,0,3
AC,34,2017,0,5
AC,35,2017,0,1
AC,36,2017,0,4
AC,37,2017,0,3
AC,38,2017,0,7
AC,39,2017,0,4
AC,40,2017,0,3
AC,41,2017,0,2
AC,42,2017,0,4
AC,43,2017,0,3
AC,44,2017,0,1
AC,45,2017,0,1
AC,46,2017,0,7
AC,47,2017,0,2
AC,48,2017,0,5
AC,49,2017,0,4
AC,50,2017,0,2
AC,51,2017,0,0
AC,52,2017,0,0
AC,1,2018,0,2
AC,2,2018,0,2
AC,3,2018,0,8
AC,4,2018,0,4
AC,5,2018,0,4
AC,6,2018,0,2
AC,7,2018,0,2
AC,8,2018,0,2
AC,9,2018,0,1
AC,10,2018,0,6
AC,11,2018,0,4
AC,12,2018,0,6
AC,13,2018,0,4
AC,14,2018,0,6
AC,15,2018,0,6
AC,16,2018,0,2
AC,17,2018,0,6
AC,18,2018,0,8
AC,19,2018,0,6
AC,20,2018,0,12
AC,21,2018,0,13
AC,22,2018,0,7
AC,23,2018,0,14
AC,24,2018,0,11
AC,25,2018,0,14
AC,26,2018,0,11
AC,27,2018,1,12
AC,28,2018,0,11
AC,29,2018,0,8
AC,30,2018,0,9
AC,31,2018,0,6
AC,32,2018,0,6
AC,33,2018,0,2
AC,34,2018,0,5
AC,35,2018,0,3
AC,36,2018,0,6
AC,37,2018,0,6
AC,38,2018,0,4
AC,39,2018,0,1
AC,40,2018,0,4
AC,41,2018,0,1
AC,42,2018,0,6
AC,43,2018,0,2
AC,44,2018,0,5
AC,45,2018,0,2
AC,46,2018,0,2
AC,47,2018,0,5
AC,48,2018,1,4
AC,49,2018,0,5
AC,50,2018,0,3
AC,51,2018,0,1
AC,52,2018,0,1
AC,1,2019,0,7
AC,2,2019,0,4
AC,3,2019,0,1
AC,4,2019,0,3
AC,5,2019,0,3
AC,6,2019,0,8
AC,7,2019,0,3
AC,8,2019,0,6
AC,9,2019,0,6
AC,10,2019,0,13
AC,11,2019,0,13
AC,12,2019,0,9
AC,13,2019,0,17
AC,14,2019,0,16
AC,15,2019,0,14
AC,16,2019,0,11
AC,17,2019,0,12
AC,18,2019,0,12
AC,19,2019,0,6
AC,20,2019,0,5
AC,21,2019,0,5
AC,22,2019,0,6
AC,23,2019,0,1
AC,24,2019,0,5
AC,25,2019,0,8
AC,26,2019,0,7
AC,27,2019,0,7
AC,28,2019,0,4
AC,29,2019,0,2
AC,30,2019,0,6
AC,31,2019,0,10
AC,32,2019,0,4
AC,33,2019,0,6
AC,34,2019,0,6
AC,35,2019,0,4
AC,36,2019,0,4
AC,37,2019,0,7
AC,38,2019,0,7
AC,39,2019,0,4
AC,40,2019,0,5
AC,41,2019,0,4
AC,42,2019,0,5
AC,43,2019,0,3
AC,44,2019,0,4
AC,45,2019,0,3
AC,46,2019,0,3
AC,47,2019,0,2
AC,48,2019,0,5
AC,49,2019,0,3
AC,50,2019,0,5
AC,51,2019,0,1
AC,52,2019,0,4
AL,1,2010,0,0
AL,2,2010,0,0
AL,3,2010,0,0
AL,4,2010,1,0
AL,5,2010,73,0
AL,6,2010,0,1
AL,7,2010,0,1
AL,8,2010,1,2
AL,9,2010,3,2
AL,10,2010,0,4
AL,11,2010,0,2
AL,12,2010,0,3
AL,13,2010,0,0
AL,14,2010,0,4
AL,15,2010,0,2
AL,16,2010,1,2
AL,17,2010,1,3
AL,18,2010,0,0
AL,19,2010,0,2
AL,20,2010,0,0
AL,21,2010,0,1
AL,22,2010,1,0
AL,23,2010,1,1
AL,24,2010,0,1
AL,25,2010,0,0
AL,26,2010,0,0
AL,27,2010,0,0
AL,28,2010,0,0
AL,29,2010,0,1
AL,30,2010,0,0
AL,31,2010,1,0
AL,32,2010,0,0
AL,33,2010,0,0
AL,34,2010,0,0
AL,35,2010,2,0
AL,36,2010,0,0
AL,37,2010,0,0
AL,38,2010,5,1
AL,39,2010,0,4
AL,40,2010,0,3
AL,41,2010,0,0
AL,42,2010,1,0
AL,43,2010,0,0
AL,44,2010,0,0
AL,45,2010,0,0
AL,46,2010,0,0
AL,47,2010,0,0
AL,48,2010,1,0
AL,49,2010,0,0
AL,50,2010,0,0
AL,51,2010,1,0
AL,52,2010,96,0
AL,1,2011,0,0
AL,2,2011,0,0
AL,3,2011,0,0
AL,4,2011,0,0
AL,5,2011,0,0
AL,6,2011,0,0
AL,7,2011,0,0
AL,8,2011,0,0
AL,9,2011,0,0
AL,10,2011,0,0
AL,11,2011,0,0
AL,12,2011,0,0
AL,13,2011,0,1
AL,14,2011,0,1
AL,15,2011,0,1
AL,16,2011,0,0
AL,17,2011,0,0
AL,18,2011,0,1
AL,19,2011,0,0
AL,20,2011,0,0
AL,21,2011,0,0
AL,22,2011,0,0
AL,23,2011,0,0
AL,24,2011,0,0
AL,25,2011,0,0
AL,26,2011,0,0
AL,27,2011,0,0
AL,28,2011,1,0
AL,29,2011,0,0
AL,30,2011,0,0
AL,31,2011,0,0
AL,32,2011,0,0
AL,33,2011,0,0
AL,34,2011,0,0
AL,35,2011,0,0
AL,36,2011,0,0
AL,37,2011,0,0
AL,38,2011,0,0
AL,39,2011,0,0
AL,40,2011,0,0
AL,41,2011,0,0
AL,42,2011,0,0
AL,43,2011,0,0
AL,44,2011,0,0
AL,45,2011,0,0
AL,46,2011,0,0
AL,47,2011,0,0
AL,48,2011,0,1
AL,49,2011,0,0
AL,50,2011,0,0
AL,51,2011,1,0
AL,52,2011,1,0
AL,1,2012,0,0
AL,2,2012,0,0
AL,3,2012,0,0
AL,4,2012,0,0
AL,5,2012,0,0
AL,6,2012,0,0
AL,7,2012,0,0
AL,8,2012,0,1
AL,9,2012,0,1
AL,10,2012,0,1
AL,11,2012,0,0
AL,12,2012,0,0
AL,13,2012,0,0
AL,14,2012,0,0
AL,15,2012,1,0
AL,16,2012,0,0
AL,17,2012,0,0
AL,18,2012,0,0
AL,19,2012,0,0
AL,20,2012,0,0
AL,21,2012,0,0
AL,22,2012,0,1
AL,23,2012,0,0
AL,24,2012,0,0
AL,25,2012,0,1
AL,26,2012,0,1
AL,27,2012,0,1
AL,28,2012,0,2
AL,29,2012,0,2
AL,30,2012,0,0
AL,31,2012,0,1
AL,32,2012,0,0
AL,33,2012,0,0
AL,34,2012,0,0
AL,35,2012,0,1
AL,36,2012,0,0
AL,37,2012,0,1
AL,38,2012,0,0
AL,39,2012,0,0
AL,40,2012,0,0
AL,41,2012,0,0
AL,42,2012,0,0
AL,43,2012,0,0
AL,44,2012,0,0
AL,45,2012,0,0
AL,46,2012,0,0
AL,47,2012,0,0
AL,48,2012,0,0
AL,49,2012,0,0
AL,50,2012,0,0
AL,51,2012,0,0
AL,52,2012,0,0
AL,1,2013,0,0
AL,2,2013,0,0
AL,3,2013,0,0
AL,4,2013,0,1
AL,5,2013,0,0
AL,6,2013,0,1
AL,7,2013,0,0
AL,8,2013,0,0
AL,9,2013,0,0
AL,10,2013,0,0
AL,11,2013,0,0
AL,12,2013,0,0
AL,13,2013,0,1
AL,14,2013,0,0
AL,15,2013,0,0
AL,16,2013,0,1
AL,17,2013,0,1
AL,18,2013,0,0
AL,19,2013,0,1
AL,20,2013,0,1
AL,21,2013,0,3
AL,22,2013,0,1
AL,23,2013,0,2
AL,24,2013,0,1
AL,25,2013,0,0
AL,26,2013,0,0
AL,27,2013,0,1
AL,28,2013,0,1
AL,29,2013,0,0
AL,30,2013,0,0
AL,31,2013,0,2
AL,32,2013,0,1
AL,33,2013,0,0
AL,34,2013,0,0
AL,35,2013,0,0
AL,36,2013,0,1
AL,37,2013,0,0
AL,38,2013,0,1
AL,39,2013,0,0
AL,40,2013,0,1
AL,41,2013,0,0
AL,42,2013,0,1
AL,43,2013,0,0
AL,44,2013,0,0
AL,45,2013,0,0
AL,46,2013,0,0
AL,47,2013,0,0
AL,48,2013,0,0
AL,49,2013,0,0
AL,50,2013,0,0
AL,51,2013,0,0
AL,52,2013,0,0
AL,1,2014,0,0
AL,2,2014,0,0
AL,3,2014,0,0
AL,4,2014,0,0
AL,5,2014,0,0
AL,6,2014,0,0
AL,7,2014,0,0
AL,8,2014,0,0
AL,9,2014,0,0
AL,10,2014,0,0
AL,11,2014,0,0
AL,12,2014,0,1
AL,13,2014,0,0
AL,14,2014,0,0
AL,15,2014,0,0
AL,16,2014,0,0
AL,17,2014,0,0
AL,18,2014,0,1
AL,19,2014,0,0
AL,20,2014,0,1
AL,21,2014,0,0
AL,22,2014,0,2
AL,23,2014,0,1
AL,24,2014,0,0
AL,25,2014,0,0
AL,26,2014,0,0
AL,27,2014,0,0
AL,28,2014,0,2
AL,29,2014,0,1
AL,30,2014,0,0
AL,31,2014,0,0
AL,32,2014,0,1
AL,33,2014,0,0
AL,34,2014,0,1
AL,35,2014,0,1
AL,36,2014,0,0
AL,37,2014,0,1
AL,38,2014,0,1
AL,39,2014,0,0
AL,40,2014,0,0
AL,41,2014,0,0
AL,42,2014,0,0
AL,43,2014,0,0
AL,44,2014,0,0
AL,45,2014,0,2
AL,46,2014,0,0
AL,47,2014,0,0
AL,48,2014,0,0
AL,49,2014,0,0
AL,50,2014,0,0
AL,51,2014,0,0
AL,52,2014,0,0
AL,1,2015,0,0
AL,2,2015,0,0
AL,3,2015,0,0
AL,4,2015,0,0
AL,5,2015,0,0
AL,6,2015,0,0
AL,7,2015,0,0
AL,8,2015,0,0
AL,9,2015,0,0
AL,10,2015,0,0
AL,11,2015,0,0
AL,12,2015,0,0
AL,13,2015,0,0
AL,14,2015,0,0
AL,15,2015,0,0
AL,16,2015,0,0
AL,17,2015,0,0
AL,18,2015,0,0
AL,19,2015,0,0
AL,20,2015,0,0
AL,21,2015,0,0
AL,22,2015,0,0
AL,23,2015,0,1
AL,24,2015,0,0
AL,25,2015,0,0
AL,26,2015,0,0
AL,27,2015,0,0
AL,28,2015,0,0
AL,29,2015,0,0
AL,30,2015,0,0
AL,31,2015,0,0
AL,32,2015,0,0
AL,33,2015,0,0
AL,34,2015,0,0
AL,35,2015,0,0
AL,36,2015,0,0
AL,37,2015,0,0
AL,38,2015,0,0
AL,39,2015,0,0
AL,40,2015,0,0
AL,41,2015,0,0
AL,42,2015,0,0
AL,43,2015,0,0
AL,44,2015,0,0
AL,45,2015,0,0
AL,46,2015,0,0
AL,47,2015,0,0
AL,48,2015,0,0
AL,49,2015,0,0
AL,50,2015,0,0
AL,51,2015,0,0
AL,52,2015,0,0
AL,1,2016,0,0
AL,2,2016,0,0
AL,3,2016,0,0
AL,4,2016,0,0
AL,5,2016,0,0
AL,6,2016,0,0
AL,7,2016,0,1
AL,8,2016,0,1
AL,9,2016,0,3
AL,10,2016,0,0
AL,11,2016,0,3
AL,12,2016,0,10
AL,13,2016,0,11
AL,14,2016,0,11
AL,15,2016,0,8
AL,16,2016,0,12
AL,17,2016,0,5
AL,18,2016,0,10
AL,19,2016,0,7
AL,20,2016,0,8
AL,21,2016,0,6
AL,22,2016,0,3
AL,23,2016,0,1
AL,24,2016,0,6
AL,25,2016,0,1
AL,26,2016,0,1
AL,27,2016,0,5
AL,28,2016,0,1
AL,29,2016,0,1
AL,30,2016,0,3
AL,31,2016,0,0
AL,32,2016,0,1
AL,33,2016,0,2
AL,34,2016,0,0
AL,35,2016,0,1
AL,36,2016,0,0
AL,37,2016,0,0
AL,38,2016,0,0
AL,39,2016,0,1
AL,40,2016,0,0
AL,41,2016,0,0
AL,42,2016,0,2
AL,43,2016,0,1
AL,44,2016,0,0
AL,45,2016,0,0
AL,46,2016,0,1
AL,47,2016,0,2
AL,48,2016,0,1
AL,49,2016,0,0
AL,50,2016,0,0
AL,51,2016,0,1
AL,52,2016,0,0
AL,1,2017,0,0
AL,2,2017,0,1
AL,3,2017,2,0
AL,4,2017,0,1
AL,5,2017,0,0
AL,6,2017,0,0
AL,7,2017,0,0
AL,8,2017,0,0
AL,9,2017,0,0
AL,10,2017,0,0
AL,11,2017,0,1
AL,12,2017,0,0
AL,13,2017,0,1
AL,14,2017,0,1
AL,15,2017,0,0
AL,16,2017,0,0
AL,17,2017,0,0
AL,18,2017,0,0
AL,19,2017,0,1
AL,20,2017,0,3
AL,21,2017,0,0
AL,22,2017,0,1
AL,23,2017,0,1
AL,24,2017,0,1
AL,25,2017,0,1
AL,26,2017,1,0
AL,27,2017,0,0
AL,28,2017,0,0
AL,29,2017,0,0
AL,30,2017,0,0
AL,31,2017,0,1
AL,32,2017,0,0
AL,33,2017,0,0
AL,34,2017,0,0
AL,35,2017,0,0
AL,36,2017,0,1
AL,37,2017,0,0
AL,38,2017,0,2
AL,39,2017,0,0
AL,40,2017,0,0
AL,41,2017,0,0
AL,42,2017,0,0
AL,43,2017,0,0
AL,44,2017,0,1
AL,45,2017,1,0
AL,46,2017,0,0
AL,47,2017,0,0
AL,48,2017,0,0
AL,49,2017,0,0
AL,50,2017,0,0
AL,51,2017,0,0
AL,52,2017,1,0
AL,1,2018,0,1
AL,2,2018,0,0
AL,3,2018,0,0
AL,4,2018,0,1
AL,5,2018,0,0
AL,6,2018,0,0
AL,7,2018,0,1
AL,8,2018,0,0
AL,9,2018,0,1
AL,10,2018,0,0
AL,11,2018,0,1
AL,12,2018,0,11
AL,13,2018,0,5
AL,14,2018,0,6
AL,15,2018,0,8
AL,16,2018,0,10
AL,17,2018,0,15
AL,18,2018,0,11
AL,19,2018,0,25
AL,20,2018,0,19
AL,21,2018,0,19
AL,22,2018,1,8
AL,23,2018,0,4
AL,24,2018,0,5
AL,25,2018,0,1
AL,26,2018,0,1
AL,27,2018,0,3
AL,28,2018,0,3
AL,29,2018,0,5
AL,30,2018,0,3
AL,31,2018,0,0
AL,32,2018,0,1
AL,33,2018,0,0
AL,34,2018,0,0
AL,35,2018,0,1
AL,36,2018,0,0
AL,37,2018,0,1
AL,38,2018,0,2
AL,39,2018,0,0
AL,40,2018,0,0
AL,41,2018,0,0
AL,42,2018,0,2
AL,43,2018,0,0
AL,44,2018,0,0
AL,45,2018,0,0
AL,46,2018,0,1
AL,47,2018,0,0
AL,48,2018,0,1
AL,49,2018,0,0
AL,50,2018,0,1
AL,51,2018,0,0
AL,52,2018,0,0
AL,1,2019,0,1
AL,2,2019,0,1
AL,3,2019,0,0
AL,4,2019,0,0
AL,5,2019,0,1
AL,6,2019,0,0
AL,7,2019,0,2
AL,8,2019,0,2
AL,9,2019,0,3
AL,10,2019,0,0
AL,11,2019,0,2
AL,12,2019,0,4
AL,13,2019,0,2
AL,14,2019,0,8
AL,15,2019,0,17
AL,16,2019,0,7
AL,17,2019,0,9
AL,18,2019,0,6
AL,19,2019,0,14
AL,20,2019,0,12
AL,21,2019,0,23
AL,22,2019,0,25
AL,23,2019,0,20
AL,24,2019,3,15
AL,25,2019,0,4
AL,26,2019,0,6
AL,27,2019,0,7
AL,28,2019,0,3
AL,29,2019,0,1
AL,30,2019,0,0
AL,31,2019,0,1
AL,32,2019,0,4
AL,33,2019,0,1
AL,34,2019,0,0
AL,35,2019,0,3
AL,36,2019,0,2
AL,37,2019,0,0
AL,38,2019,0,0
AL,39,2019,0,0
AL,40,2019,0,0
AL,41,2019,0,2
AL,42,2019,0,0
AL,43,2019,0,0
AL,44,2019,0,0
AL,45,2019,0,0
AL,46,2019,0,0
AL,47,2019,0,0
AL,48,2019,0,0
AL,49,2019,0,1
AL,50,2019,0,0
AL,51,2019,0,3
AL,52,2019,0,0
AM,1,2010,1,2
AM,2,2010,0,4
AM,3,2010,1,0
AM,4,2010,0,3
AM,5,2010,142,5
AM,6,2010,2,4
AM,7,2010,1,2
AM,8,2010,1,7
AM,9,2010,25,4
AM,10,2010,2,7
AM,11,2010,0,6
AM,12,2010,0,8
AM,13,2010,22,6
AM,14,2010,0,7
AM,15,2010,1,4
AM,16,2010,0,1
AM,17,2010,13,0
AM,18,2010,0,1
AM,19,2010,0,3
AM,20,2010,2,1
AM,21,2010,3,0
AM,22,2010,5,1
AM,23,2010,0,0
AM,24,2010,2,0
AM,25,2010,0,1
AM,26,2010,3,1
AM,27,2010,1,0
AM,28,2010,0,2
AM,29,2010,0,1
AM,30,2010,1,0
AM,31,2010,24,0
AM,32,2010,0,0
AM,33,2010,1,0
AM,34,2010,0,0
AM,35,2010,2,0
AM,36,2010,0,0
AM,37,2010,2,0
AM,38,2010,9,0
AM,39,2010,1,0
AM,40,2010,3,0
AM,41,2010,8,0
AM,42,2010,24,0
AM,43,2010,23,0
AM,44,2010,0,0
AM,45,2010,0,0
AM,46,2010,0,0
AM,47,2010,3,0
AM,48,2010,2,0
AM,49,2010,0,0
AM,50,2010,0,0
AM,51,2010,3,1
AM,52,2010,230,1
AM,1,2011,1,0
AM,2,2011,0,0
AM,3,2011,0,0
AM,4,2011,0,0
AM,5,2011,0,0
AM,6,2011,0,0
AM,7,2011,1,0
AM,8,2011,0,0
AM,9,2011,0,0
AM,10,2011,0,0
AM,11,2011,0,0
AM,12,2011,0,0
AM,13,2011,1,0
AM,14,2011,1,0
AM,15,2011,0,0
AM,16,2011,2,0
AM,17,2011,0,0
AM,18,2011,0,1
AM,19,2011,0,0
AM,20,2011,10,0
AM,21,2011,0,0
AM,22,2011,1,0
AM,23,2011,0,0
AM,24,2011,0,0
AM,25,2011,0,0
AM,26,2011,0,0
AM,27,2011,1,0
AM,28,2011,0,0
AM,29,2011,0,0
AM,30,2011,0,0
AM,31,2011,0,0
AM,32,2011,0,0
AM,33,2011,0,0
AM,34,2011,0,0
AM,35,2011,3,1
AM,36,2011,0,0
AM,37,2011,0,0
AM,38,2011,0,0
AM,39,2011,0,0
AM,40,2011,0,0
AM,41,2011,0,0
AM,42,2011,0,0
AM,43,2011,2,0
AM,44,2011,0,0
AM,45,2011,0,1
AM,46,2011,0,0
AM,47,2011,0,0
AM,48,2011,1,0
AM,49,2011,1,0
AM,50,2011,0,0
AM,51,2011,0,0
AM,52,2011,2,0
AM,1,2012,1,0
AM,2,2012,3,0
AM,3,2012,0,0
AM,4,2012,0,0
AM,5,2012,0,0
AM,6,2012,0,0
AM,7,2012,0,1
AM,8,2012,0,2
AM,9,2012,0,0
AM,10,2012,0,3
AM,11,2012,0,2
AM,12,2012,0,2
AM,13,2012,0,0
AM,14,2012,0,0
AM,15,2012,0,0
AM,16,2012,0,1
AM,17,2012,0,0
AM,18,2012,0,1
AM,19,2012,0,0
AM,20,2012,1,0
